geneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
LOC144383	-0.469097675843611	6.61098902048383	-8.75579023628205	2.66284627418258e-08	0.000923847886364903	7.63301232812615
RNU1-3	-1.04566023778697	8.12890077850683	-6.78253385925685	1.30487784313644e-06	0.0226357159448878	4.76464853505596
C19ORF10	0.505555470981033	9.37493152058622	6.40757833433607	2.89895323369021e-06	0.0262302411534963	4.14236217544639
TAP2	0.683354333969644	8.18485852978726	6.27690705710638	3.84515283856288e-06	0.0262302411534963	3.91972995244736
RNU1-5	-1.07583272562915	8.53370767206673	-6.24961932487608	4.07990256459819e-06	0.0262302411534963	3.87286700079426
LGALS9	0.816974073410702	7.3930552761901	6.17096416612748	4.84239193833826e-06	0.0262302411534963	3.7370753406824
NDUFB10	-0.524391691036957	10.3318090501647	-6.09816975680889	5.67836740773392e-06	0.0262302411534963	3.61046586316031
PDIA6	0.452213106471591	8.8836504139305	6.06939844435953	6.04836367175796e-06	0.0262302411534963	3.56017839482692
APOL6	0.348393801094993	6.88436633285823	5.6934346912391	1.39255336729958e-05	0.0524772811334106	2.89053969169226
PARP14	0.628273710734032	8.62971562941087	5.64518780799776	1.551673272201e-05	0.0524772811334106	2.80296866875251
EPN1	-0.307004268767139	10.0649479551993	-5.61412720627606	1.66383262946768e-05	0.0524772811334106	2.74640118900219
CLIC3	-1.2088166644173	7.10450484207771	-5.52511129942418	2.03340323675383e-05	0.0587890765799479	2.58347064721272
SAMD9L	1.28502013133992	8.38679731439943	5.45347732859519	2.39106210984109e-05	0.0601830727977422	2.4514933960687
LOC729086	-0.509190430333772	8.2905098910094	-5.44065114897239	2.46158335457111e-05	0.0601830727977422	2.42778293931002
RN5S9	-1.81515977342321	9.12553230930279	-5.41359376137208	2.61739102667378e-05	0.0601830727977422	2.37768623399634
HS.575603	0.197810213030991	6.88534907868596	5.38776731329272	2.77549191434794e-05	0.0601830727977422	2.32977004433003
RNU6-1	-0.597170338672221	10.5336692886869	-5.34232604961565	3.07769997522917e-05	0.0615505033724277	2.24523115603796
LOC100008589	-1.27563229933284	8.53101786742631	-5.31468415450426	3.27773238305011e-05	0.0615505033724277	2.19366380383626
SRP68	0.355115116745118	9.54907297851133	5.29419081807362	3.4345431776337e-05	0.0615505033724277	2.15536373937544
RNU1G2	-1.05300956757852	8.05639787551837	-5.27992510345	3.54819296549419e-05	0.0615505033724277	2.12866824207303
PHF23	-0.535535156299195	8.1544143383975	-5.2493251481366	3.80506307300897e-05	0.0628632658357016	2.07131239907214
LOC100132394	-0.985577569636488	8.5755205048833	-5.19284473176701	4.33000348236722e-05	0.0682841549169311	1.96511483631577
PYCR2	0.450144551573887	9.16021383836279	5.16686163154256	4.59568864708718e-05	0.069322966053062	1.91611775964522
RPL28	-0.474941890959603	7.79032751825435	-5.14362975887442	4.84726221927579e-05	0.0700712147648142	1.87223408676908
ZFP62	-0.223957407317533	6.78419218113738	-5.12398848047108	5.07085388691508e-05	0.0703712819010527	1.83507845783312
KBTBD11	-1.52724617186005	9.05736187313284	-5.09235758162806	5.45319423950709e-05	0.0708911203229654	1.77513848858276
RNU6-15	-0.602292120954973	10.5411129666546	-5.08730098293076	5.51697771580119e-05	0.0708911203229654	1.76554460923278
LOC100132564	-1.78237581452028	8.39071544644422	-5.07115018876823	5.72582439120844e-05	0.0709470540816378	1.73488028999688
ITGAE	-0.438619318509522	9.73552670998228	-5.04545002895169	6.07484611038811e-05	0.07267610722545	1.68601855615593
XAF1	1.44366174567337	8.26412604095518	5.02601341298354	6.35309384673896e-05	0.0734714126395872	1.64901139433458
ZBP1	0.8070363748095	7.33329339507436	4.99462540478697	6.83003060512347e-05	0.0757469917443539	1.58915243516708
TAP1	0.566132849754933	12.5313215215164	4.98480943177542	6.98652140375663e-05	0.0757469917443539	1.57040858126071
GATA3	0.793939504448259	7.6769811841566	4.9502946200873	7.56624079169544e-05	0.079546411523358	1.50441166911536
CLIC1	0.299354449939694	12.3111754532627	4.88720840117462	8.75502503809957e-05	0.0893373054917136	1.3834285671633
LGALS3BP	0.892287963311909	7.85235295214234	4.85911376245724	9.34376263030083e-05	0.0908884544207534	1.32940721596128
WARS	1.56505232449057	10.2668614051545	4.85510489613025	9.43098045525774e-05	0.0908884544207534	1.32169180163513
CARD17	0.283440571439329	6.97965807319295	4.82889473447824	0.00010021898354245	0.0932612043392153	1.27120543377949
EPSTI1	1.63459431943089	9.42419371607853	4.81072951812389	0.000104533105245968	0.0932612043392153	1.23617251288236
ERLIN1	0.276907238766258	6.93794387272599	4.79552737782261	0.000108287742473808	0.0932612043392153	1.20682756195108
SLC9A3	-0.148611872760473	6.62493312573963	-4.78942028436694	0.000109834245301077	0.0932612043392153	1.19503220025435
MX1	2.27409452614382	10.9542465715123	4.78794016183149	0.000110212410731188	0.0932612043392153	1.19217288462857
CHCHD10	0.642114184458775	9.56608239240035	4.75500576885735	0.000118976479872691	0.0982802379215032	1.12849226371051
FLJ33996	-0.183867289824413	6.59022965162641	-4.7051039292272	0.000133618613063238	0.107149752164338	1.03179899913317
GNAQ	0.240914651708461	6.95434751126549	4.69764759871643	0.000135957788754803	0.107149752164338	1.01733045528328
PCK2	0.468774125425749	7.85063151389334	4.6882066787846	0.000138979040969482	0.107149752164338	0.999003402634878
LOC100134364	-0.713827286701593	8.31945751159699	-4.66805394731621	0.000145657210136388	0.109293278469659	0.959854361730767
