	B_ThCSE - FS_ThCSE	B_Th - FS_Th	diff_ThCSE_Th	pattern
LOC400464	0	0	0	0x0x0
LOC400499	0	0	0	0x0x0
LOC400506	0	0	0	0x0x0
LOC400509	0	0	0	0x0x0
LOC400553	0	0	0	0x0x0
LOC400558	0	0	0	0x0x0
LOC400578	0	0	0	0x0x0
LOC400581	0	0	0	0x0x0
LOC400590	0	0	0	0x0x0
LOC400652	0	0	0	0x0x0
LOC400657	0	0	0	0x0x0
LOC400682	0	0	0	0x0x0
LOC400696	0	0	0	0x0x0
LOC400707	0	0	0	0x0x0
LOC400708	0	0	0	0x0x0
LOC400713	0	0	0	0x0x0
LOC400721	0	0	0	0x0x0
LOC400723	0	0	0	0x0x0
LOC400743	0	0	0	0x0x0
LOC400750	0	0	0	0x0x0
LOC400752	0	0	0	0x0x0
LOC400759	0	0	0	0x0x0
LOC400768	0	0	0	0x0x0
LOC400793	0	0	0	0x0x0
LOC400796	0	0	0	0x0x0
LOC400804	0	0	0	0x0x0
LOC400807	0	0	0	0x0x0
LOC400831	0	0	0	0x0x0
LOC400836	0	0	0	0x0x0
LOC400858	0	0	0	0x0x0
LOC400879	0	0	0	0x0x0
LOC400890	1	1	0	1x1x0
LOC400891	0	0	0	0x0x0
LOC400927	0	0	0	0x0x0
LOC400942	0	0	0	0x0x0
LOC400948	0	0	0	0x0x0
LOC400950	0	0	0	0x0x0
LOC400954	0	0	0	0x0x0
LOC400955	0	0	0	0x0x0
LOC400958	0	0	0	0x0x0
LOC400963	0	0	0	0x0x0
LOC400965	0	0	0	0x0x0
LOC400968	0	0	0	0x0x0
LOC400986	0	0	0	0x0x0
LOC400987	0	0	0	0x0x0
LOC401002	0	0	0	0x0x0
LOC401007	0	0	0	0x0x0
LOC401010	0	0	0	0x0x0
LOC401019	0	0	0	0x0x0
LOC401052	0	0	0	0x0x0
LOC401056	0	0	0	0x0x0
LOC401068	0	0	0	0x0x0
LOC401072	0	0	0	0x0x0
LOC401074	0	0	0	0x0x0
LOC401076	0	0	0	0x0x0
LOC401087	0	0	0	0x0x0
LOC401093	0	0	0	0x0x0
LOC401097	0	0	0	0x0x0
LOC401098	0	0	0	0x0x0
LOC401101	0	0	0	0x0x0
LOC401115	0	0	0	0x0x0
LOC401127	0	0	0	0x0x0
LOC401131	0	0	0	0x0x0
LOC401137	0	0	0	0x0x0
LOC401152	0	1	0	0x1x0
LOC401164	0	0	0	0x0x0
LOC401180	0	0	0	0x0x0
LOC401206	0	0	0	0x0x0
LOC401218	0	0	0	0x0x0
LOC401220	0	0	0	0x0x0
LOC401222	0	0	0	0x0x0
LOC401233	0	0	0	0x0x0
LOC401237	0	0	0	0x0x0
LOC401238	0	0	0	0x0x0
LOC401242	0	0	0	0x0x0
LOC401252	0	0	0	0x0x0
LOC401268	0	0	0	0x0x0
LOC401280	0	0	0	0x0x0
LOC401284	0	0	0	0x0x0
LOC401286	0	0	0	0x0x0
LOC401296	0	0	0	0x0x0
LOC401305	0	0	0	0x0x0
LOC401317	0	0	0	0x0x0
LOC401321	0	0	0	0x0x0
LOC401351	0	0	0	0x0x0
LOC401354	0	0	0	0x0x0
LOC401357	0	1	0	0x1x0
LOC401358	0	0	0	0x0x0
LOC401387	0	0	0	0x0x0
LOC401397	0	0	0	0x0x0
LOC401398	0	0	0	0x0x0
LOC401399	0	0	0	0x0x0
LOC401410	0	0	0	0x0x0
LOC401431	0	0	0	0x0x0
LOC401433	0	0	0	0x0x0
LOC401442	0	0	0	0x0x0
LOC401447	0	0	0	0x0x0
LOC401463	0	0	0	0x0x0
LOC401480	0	0	0	0x0x0
LOC401497	0	0	0	0x0x0
LOC401498	0	0	0	0x0x0
LOC401507	0	0	0	0x0x0
LOC401525	0	0	0	0x0x0
LOC401533	0	0	0	0x0x0
LOC401537	0	0	0	0x0x0
LOC401561	0	0	0	0x0x0
LOC401588	0	0	0	0x0x0
LOC401589	0	0	0	0x0x0
LOC401602	0	0	0	0x0x0
LOC401620	0	0	0	0x0x0
LOC401622	0	0	0	0x0x0
LOC401623	0	0	0	0x0x0
LOC401629	0	0	0	0x0x0
LOC401630	0	0	0	0x0x0
LOC401640	0	0	0	0x0x0
LOC401648	0	0	0	0x0x0
LOC401650	0	0	0	0x0x0
LOC401676	0	0	0	0x0x0
LOC401677	0	0	0	0x0x0
LOC401703	0	0	0	0x0x0
LOC401717	0	0	0	0x0x0
LOC401720	0	0	0	0x0x0
LOC401730	0	0	0	0x0x0
LOC401778	0	0	0	0x0x0
LOC401805	0	0	0	0x0x0
LOC401817	0	0	0	0x0x0
LOC401845	0	0	0	0x0x0
LOC401847	0	0	0	0x0x0
LOC401860	0	0	0	0x0x0
LOC401875	0	0	0	0x0x0
LOC401876	0	0	0	0x0x0
LOC401895	0	0	0	0x0x0
LOC401911	0	0	0	0x0x0
LOC401913	0	0	0	0x0x0
LOC401914	0	0	0	0x0x0
LOC401915	0	0	0	0x0x0
LOC401923	0	0	0	0x0x0
LOC401934	0	0	0	0x0x0
LOC401957	0	0	0	0x0x0
LOC401980	0	0	0	0x0x0
LOC402057	0	0	0	0x0x0
LOC402066	0	0	0	0x0x0
LOC402096	0	0	0	0x0x0
LOC402100	0	0	0	0x0x0
LOC402110	0	0	0	0x0x0
LOC402112	0	0	0	0x0x0
LOC402116	0	0	0	0x0x0
LOC402117	0	0	0	0x0x0
LOC402145	0	0	0	0x0x0
LOC402160	0	0	0	0x0x0
LOC402175	0	0	0	0x0x0
LOC402176	0	0	0	0x0x0
LOC402198	0	0	0	0x0x0
LOC402199	0	0	0	0x0x0
LOC402207	0	0	0	0x0x0
LOC402217	0	0	0	0x0x0
LOC402221	0	0	0	0x0x0
LOC402232	0	0	0	0x0x0
LOC402251	0	0	0	0x0x0
LOC402269	0	0	0	0x0x0
LOC402279	0	0	0	0x0x0
LOC402282	0	0	0	0x0x0
LOC402342	0	0	0	0x0x0
LOC402360	0	0	0	0x0x0
LOC402377	0	0	0	0x0x0
LOC402382	0	0	0	0x0x0
LOC402457	0	0	0	0x0x0
LOC402483	0	0	0	0x0x0
LOC402508	0	0	0	0x0x0
LOC402509	0	0	0	0x0x0
LOC402538	0	0	0	0x0x0
LOC402560	0	0	0	0x0x0
LOC402562	0	0	0	0x0x0
LOC402569	0	0	0	0x0x0
LOC402571	0	0	0	0x0x0
LOC402617	0	0	0	0x0x0
LOC402634	0	0	0	0x0x0
LOC402635	0	0	0	0x0x0
LOC402641	0	0	0	0x0x0
LOC402643	0	0	0	0x0x0
LOC402644	0	0	0	0x0x0
LOC402665	0	0	0	0x0x0
LOC402670	0	0	0	0x0x0
LOC402677	0	0	0	0x0x0
LOC402679	0	0	0	0x0x0
LOC402693	0	0	0	0x0x0
LOC402694	0	0	0	0x0x0
LOC402715	0	0	0	0x0x0
LOC402716	0	0	0	0x0x0
LOC404266	0	0	0	0x0x0
LOC407835	0	0	0	0x0x0
LOC415056	0	0	0	0x0x0
LOC439914	0	0	0	0x0x0
LOC439936	0	0	0	0x0x0
LOC439945	0	0	0	0x0x0
LOC439949	0	0	0	0x0x0
LOC439950	0	0	0	0x0x0
LOC439951	0	0	0	0x0x0
LOC439953	0	0	0	0x0x0
LOC439957	0	0	0	0x0x0
LOC439965	0	0	0	0x0x0
LOC439985	0	0	0	0x0x0
LOC439992	0	0	0	0x0x0
LOC439994	0	0	0	0x0x0
LOC440005	0	0	0	0x0x0
LOC440013	0	0	0	0x0x0
LOC440014	0	0	0	0x0x0
LOC440015	0	0	0	0x0x0
LOC440027	0	0	0	0x0x0
LOC440030	0	0	0	0x0x0
LOC440031	0	0	0	0x0x0
LOC440040	0	0	0	0x0x0
LOC440041	0	0	0	0x0x0
LOC440043	0	0	0	0x0x0
LOC440053	0	0	0	0x0x0
LOC440055	0	0	0	0x0x0
LOC440059	0	0	0	0x0x0
LOC440061	0	0	0	0x0x0
LOC440063	0	0	0	0x0x0
LOC440067	0	0	0	0x0x0
LOC440080	0	0	0	0x0x0
LOC440082	0	0	0	0x0x0
LOC440092	0	0	0	0x0x0
LOC440093	0	0	0	0x0x0
LOC440104	0	0	0	0x0x0
LOC440105	0	0	0	0x0x0
LOC440122	0	0	0	0x0x0
LOC440125	0	-1	0	0x1x0
LOC440131	0	0	0	0x0x0
LOC440132	0	0	0	0x0x0
LOC440145	0	0	0	0x0x0
LOC440157	0	0	0	0x0x0
LOC440160	0	0	0	0x0x0
LOC440180	0	0	0	0x0x0
LOC440181	0	0	0	0x0x0
LOC440225	0	0	0	0x0x0
LOC440226	0	0	0	0x0x0
LOC440233	0	0	0	0x0x0
LOC440243	0	0	0	0x0x0
LOC440248	0	0	0	0x0x0
LOC440258	0	0	0	0x0x0
LOC440261	0	0	0	0x0x0
LOC440268	0	0	0	0x0x0
LOC440277	0	0	0	0x0x0
LOC440280	0	0	0	0x0x0
LOC440287	0	0	0	0x0x0
LOC440291	0	0	0	0x0x0
LOC440292	0	0	0	0x0x0
LOC440295	0	0	0	0x0x0
LOC440296	0	0	0	0x0x0
LOC440297	0	0	0	0x0x0
LOC440302	0	0	0	0x0x0
LOC440309	0	0	0	0x0x0
LOC440311	0	0	0	0x0x0
LOC440313	0	0	0	0x0x0
LOC440320	0	0	0	0x0x0
LOC440330	0	0	0	0x0x0
LOC440334	0	0	0	0x0x0
LOC440335	0	0	0	0x0x0
LOC440337	0	0	0	0x0x0
LOC440338	0	0	0	0x0x0
LOC440341	0	0	0	0x0x0
LOC440345	0	0	0	0x0x0
LOC440348	0	0	0	0x0x0
LOC440349	0	0	0	0x0x0
LOC440350	0	0	0	0x0x0
LOC440352	0	0	0	0x0x0
LOC440353	0	0	0	0x0x0
LOC440354	0	0	0	0x0x0
LOC440356	0	0	0	0x0x0
LOC440359	0	0	0	0x0x0
LOC440361	0	0	0	0x0x0
LOC440366	0	0	0	0x0x0
LOC440368	0	0	0	0x0x0
LOC440386	0	0	0	0x0x0
LOC440389	0	0	0	0x0x0
LOC440396	0	0	0	0x0x0
LOC440402	0	0	0	0x0x0
LOC440407	0	0	0	0x0x0
LOC440414	0	0	0	0x0x0
LOC440419	0	0	0	0x0x0
LOC440421	0	0	0	0x0x0
LOC440422	0	0	0	0x0x0
LOC440434	0	0	0	0x0x0
LOC440438	0	0	0	0x0x0
LOC440456	0	0	0	0x0x0
LOC440459	0	0	0	0x0x0
LOC440461	0	0	0	0x0x0
LOC440487	0	0	0	0x0x0
LOC440491	0	0	0	0x0x0
LOC440498	0	1	0	0x1x0
LOC440503	0	0	0	0x0x0
LOC440508	0	0	0	0x0x0
LOC440509	0	0	0	0x0x0
LOC440518	0	0	0	0x0x0
LOC440525	0	0	0	0x0x0
LOC440550	0	0	0	0x0x0
LOC440551	0	0	0	0x0x0
LOC440558	0	0	0	0x0x0
LOC440563	0	0	0	0x0x0
LOC440570	0	0	0	0x0x0
LOC440575	0	0	0	0x0x0
LOC440577	0	0	0	0x0x0
LOC440585	0	0	0	0x0x0
LOC440589	0	0	0	0x0x0
LOC440595	0	0	0	0x0x0
LOC440607	0	0	0	0x0x0
LOC440687	0	0	0	0x0x0
LOC440704	0	0	0	0x0x0
LOC440706	0	0	0	0x0x0
LOC440731	1	1	0	1x1x0
LOC440733	0	0	0	0x0x0
LOC440737	0	0	0	0x0x0
LOC440742	0	0	0	0x0x0
LOC440748	0	0	0	0x0x0
LOC440776	0	0	0	0x0x0
LOC440786	0	0	0	0x0x0
LOC440792	0	0	0	0x0x0
LOC440795	0	0	0	0x0x0
LOC440804	0	0	0	0x0x0
LOC440820	0	0	0	0x0x0
LOC440829	0	0	0	0x0x0
LOC440836	0	0	0	0x0x0
LOC440839	0	0	0	0x0x0
LOC440848	0	0	0	0x0x0
LOC440864	0	0	0	0x0x0
LOC440871	0	0	0	0x0x0
LOC440888	0	0	0	0x0x0
LOC440895	0	1	0	0x1x0
LOC440896	0	0	0	0x0x0
LOC440900	0	0	0	0x0x0
LOC440905	0	0	0	0x0x0
LOC440910	0	0	0	0x0x0
LOC440917	0	0	0	0x0x0
LOC440918	0	0	0	0x0x0
LOC440925	0	0	0	0x0x0
LOC440926	0	0	0	0x0x0
LOC440927	0	0	0	0x0x0
LOC440928	0	0	0	0x0x0
LOC440934	0	0	0	0x0x0
LOC440944	0	0	0	0x0x0
LOC440956	0	0	0	0x0x0
LOC440957	0	0	0	0x0x0
LOC440970	0	0	0	0x0x0
LOC440978	0	0	0	0x0x0
LOC440981	0	0	0	0x0x0
LOC440991	0	0	0	0x0x0
LOC440992	0	0	0	0x0x0
LOC440993	0	0	0	0x0x0
LOC440995	0	0	0	0x0x0
LOC441005	0	0	0	0x0x0
LOC441007	0	0	0	0x0x0
LOC441009	0	0	0	0x0x0
LOC441013	0	0	0	0x0x0
LOC441016	0	0	0	0x0x0
LOC441018	0	0	0	0x0x0
LOC441019	0	0	0	0x0x0
LOC441031	0	0	0	0x0x0
LOC441032	0	0	0	0x0x0
LOC441034	0	0	0	0x0x0
LOC441046	0	0	0	0x0x0
LOC441050	0	0	0	0x0x0
LOC441052	0	0	0	0x0x0
LOC441054	0	1	0	0x1x0
LOC441056	0	0	0	0x0x0
LOC441061	0	0	0	0x0x0
LOC441066	0	0	0	0x0x0
LOC441070	0	0	0	0x0x0
LOC441073	0	0	0	0x0x0
LOC441081	0	0	0	0x0x0
LOC441086	0	0	0	0x0x0
LOC441087	0	0	0	0x0x0
LOC441089	0	-1	0	0x1x0
LOC441097	0	0	0	0x0x0
LOC441098	0	0	0	0x0x0
LOC441114	0	0	0	0x0x0
LOC441119	0	0	0	0x0x0
LOC441120	0	0	0	0x0x0
LOC441124	0	0	0	0x0x0
LOC441126	0	0	0	0x0x0
LOC441127	0	0	0	0x0x0
LOC441131	0	0	0	0x0x0
LOC441135	0	0	0	0x0x0
LOC441136	0	0	0	0x0x0
LOC441150	0	0	0	0x0x0
LOC441151	0	0	0	0x0x0
LOC441154	0	0	0	0x0x0
LOC441155	0	0	0	0x0x0
LOC441167	0	0	0	0x0x0
LOC441171	0	0	0	0x0x0
LOC441177	0	0	0	0x0x0
LOC441178	0	0	0	0x0x0
LOC441179	0	0	0	0x0x0
LOC441191	0	0	0	0x0x0
LOC441193	0	0	0	0x0x0
LOC441196	0	0	0	0x0x0
LOC441204	0	0	0	0x0x0
LOC441205	0	0	0	0x0x0
LOC441208	0	0	0	0x0x0
LOC441212	0	0	0	0x0x0
LOC441228	0	0	0	0x0x0
LOC441233	0	0	0	0x0x0
LOC441237	0	0	0	0x0x0
LOC441239	0	0	0	0x0x0
LOC441241	0	0	0	0x0x0
LOC441242	0	0	0	0x0x0
LOC441246	0	0	0	0x0x0
LOC441249	0	0	0	0x0x0
LOC441251	0	0	0	0x0x0
LOC441253	0	1	0	0x1x0
LOC441257	0	0	0	0x0x0
LOC441261	0	0	0	0x0x0
LOC441268	0	0	0	0x0x0
LOC441282	0	0	0	0x0x0
LOC441294	0	0	0	0x0x0
LOC441296	0	0	0	0x0x0
LOC441316	0	0	0	0x0x0
LOC441320	0	0	0	0x0x0
LOC441326	0	0	0	0x0x0
LOC441340	0	0	0	0x0x0
LOC441344	0	0	0	0x0x0
LOC441347	0	0	0	0x0x0
LOC441362	0	0	0	0x0x0
LOC441368	0	0	0	0x0x0
LOC441376	0	0	0	0x0x0
LOC441377	0	0	0	0x0x0
LOC441378	0	0	0	0x0x0
LOC441395	0	0	0	0x0x0
LOC441408	0	0	0	0x0x0
LOC441416	0	0	0	0x0x0
LOC441420	0	0	0	0x0x0
LOC441424	0	0	0	0x0x0
LOC441426	0	0	0	0x0x0
LOC441436	0	0	0	0x0x0
LOC441440	0	0	0	0x0x0
LOC441442	0	0	0	0x0x0
LOC441453	0	0	0	0x0x0
LOC441454	0	0	0	0x0x0
LOC441455	0	0	0	0x0x0
LOC441459	0	0	0	0x0x0
LOC441461	0	0	0	0x0x0
LOC441481	0	0	0	0x0x0
LOC441484	0	0	0	0x0x0
LOC441487	0	0	0	0x0x0
LOC441488	0	0	0	0x0x0
LOC441493	0	0	0	0x0x0
LOC441495	0	0	0	0x0x0
LOC441505	0	0	0	0x0x0
LOC441506	0	0	0	0x0x0
LOC441511	0	0	0	0x0x0
LOC441528	0	0	0	0x0x0
LOC441533	0	0	0	0x0x0
LOC441546	0	0	0	0x0x0
LOC441548	0	0	0	0x0x0
LOC441550	0	0	0	0x0x0
LOC441551	0	0	0	0x0x0
LOC441554	0	0	0	0x0x0
LOC441582	0	0	0	0x0x0
LOC441584	0	0	0	0x0x0
LOC441601	0	0	0	0x0x0
LOC441617	0	0	0	0x0x0
LOC441632	0	0	0	0x0x0
LOC441642	0	0	0	0x0x0
LOC441644	0	0	0	0x0x0
LOC441655	0	0	0	0x0x0
LOC441662	0	0	0	0x0x0
LOC441666	0	0	0	0x0x0
LOC441682	0	0	0	0x0x0
LOC441687	0	0	0	0x0x0
LOC441698	0	0	0	0x0x0
LOC441709	0	0	0	0x0x0
LOC441711	0	0	0	0x0x0
LOC441714	0	0	0	0x0x0
LOC441722	0	0	0	0x0x0
LOC441728	0	0	0	0x0x0
LOC441730	0	0	0	0x0x0
LOC441734	0	0	0	0x0x0
LOC441736	0	0	0	0x0x0
LOC441737	0	0	0	0x0x0
LOC441743	0	0	0	0x0x0
LOC441752	0	0	0	0x0x0
LOC441759	0	0	0	0x0x0
LOC441762	0	0	0	0x0x0
LOC441763	0	0	0	0x0x0
LOC441768	0	0	0	0x0x0
LOC441771	0	0	0	0x0x0
LOC441773	0	0	0	0x0x0
LOC441775	0	0	0	0x0x0
LOC441782	0	0	0	0x0x0
LOC441792	0	0	0	0x0x0
LOC441795	0	0	0	0x0x0
LOC441799	0	0	0	0x0x0
LOC441806	0	0	0	0x0x0
LOC441811	0	0	0	0x0x0
LOC441812	0	0	0	0x0x0
LOC441843	0	0	0	0x0x0
LOC441847	0	0	0	0x0x0
LOC441864	0	0	0	0x0x0
LOC441868	0	0	0	0x0x0
LOC441869	0	0	0	0x0x0
LOC441870	0	0	0	0x0x0
LOC441873	0	0	0	0x0x0
LOC441874	0	0	0	0x0x0
LOC441876	0	0	0	0x0x0
LOC441896	0	0	0	0x0x0
LOC441907	0	0	0	0x0x0
LOC441920	0	0	0	0x0x0
LOC441931	0	0	0	0x0x0
LOC441956	0	0	0	0x0x0
LOC441957	0	0	0	0x0x0
LOC441958	0	0	0	0x0x0
LOC441964	0	0	0	0x0x0
LOC441996	0	0	0	0x0x0
LOC442015	0	0	0	0x0x0
LOC442020	0	0	0	0x0x0
LOC442028	0	0	0	0x0x0
LOC442041	0	0	0	0x0x0
LOC442049	0	0	0	0x0x0
LOC442057	0	0	0	0x0x0
LOC442060	0	0	0	0x0x0
LOC442064	0	0	0	0x0x0
LOC442075	0	0	0	0x0x0
LOC442096	0	0	0	0x0x0
LOC442113	0	0	0	0x0x0
LOC442117	0	0	0	0x0x0
LOC442124	0	0	0	0x0x0
LOC442132	0	0	0	0x0x0
LOC442142	0	0	0	0x0x0
LOC442147	0	0	0	0x0x0
LOC442153	0	0	0	0x0x0
LOC442160	0	0	0	0x0x0
LOC442162	0	0	0	0x0x0
LOC442180	0	0	0	0x0x0
LOC442181	0	0	0	0x0x0
LOC442204	0	0	0	0x0x0
LOC442206	0	0	0	0x0x0
LOC442208	0	0	0	0x0x0
LOC442211	0	0	0	0x0x0
LOC442229	0	0	0	0x0x0
LOC442232	0	0	0	0x0x0
LOC442240	0	0	0	0x0x0
LOC442245	0	0	0	0x0x0
LOC442249	0	0	0	0x0x0
LOC442251	0	0	0	0x0x0
LOC442261	0	0	0	0x0x0
LOC442270	0	0	0	0x0x0
LOC442283	0	0	0	0x0x0
LOC442299	0	0	0	0x0x0
LOC442308	0	0	0	0x0x0
LOC442316	0	0	0	0x0x0
LOC442319	0	0	0	0x0x0
LOC442329	0	0	0	0x0x0
LOC442366	0	0	0	0x0x0
LOC442381	0	0	0	0x0x0
LOC442382	0	0	0	0x0x0
LOC442388	0	0	0	0x0x0
LOC442403	0	0	0	0x0x0
LOC442406	0	0	0	0x0x0
LOC442421	0	0	0	0x0x0
LOC442423	0	0	0	0x0x0
LOC442427	0	0	0	0x0x0
LOC442434	0	0	0	0x0x0
LOC442442	0	0	0	0x0x0
LOC442446	0	0	0	0x0x0
LOC442448	0	0	0	0x0x0
LOC442454	0	0	0	0x0x0
LOC442459	0	0	0	0x0x0
LOC442465	0	0	0	0x0x0
LOC442474	0	0	0	0x0x0
LOC442480	0	0	0	0x0x0
LOC442501	0	0	0	0x0x0
LOC442512	0	0	0	0x0x0
LOC442517	0	0	0	0x0x0
LOC442519	0	0	0	0x0x0
LOC442535	0	0	0	0x0x0
LOC442546	0	0	0	0x0x0
LOC442560	0	0	0	0x0x0
LOC442570	0	0	0	0x0x0
LOC442572	0	0	0	0x0x0
LOC442582	0	0	0	0x0x0
LOC442590	0	0	0	0x0x0
LOC442597	0	0	0	0x0x0
LOC442606	0	0	0	0x0x0
LOC442609	0	0	0	0x0x0
LOC442668	0	0	0	0x0x0
LOC442676	0	0	0	0x0x0
LOC442710	0	0	0	0x0x0
LOC442711	0	0	0	0x0x0
LOC442726	0	0	0	0x0x0
LOC442727	0	0	0	0x0x0
LOC474170	0	0	0	0x0x0
LOC492303	0	0	0	0x0x0
LOC493754	0	0	0	0x0x0
LOC493869	0	0	0	0x0x0
LOC494141	0	0	0	0x0x0
LOC497190	0	0	0	0x0x0
LOC497256	0	0	0	0x0x0
LOC504188	0	0	0	0x0x0
LOC51145	0	0	0	0x0x0
LOC51149	0	0	0	0x0x0
LOC51152	0	0	0	0x0x0
LOC54103	0	0	0	0x0x0
LOC541469	0	0	0	0x0x0
LOC541471	0	0	0	0x0x0
LOC541472	0	0	0	0x0x0
LOC541473	0	0	0	0x0x0
LOC550112	0	1	0	0x1x0
LOC550631	0	0	0	0x0x0
LOC550643	0	0	0	0x0x0
LOC552889	0	0	0	0x0x0
LOC553137	0	0	0	0x0x0
LOC553158	0	0	0	0x0x0
LOC554175	0	0	0	0x0x0
LOC554203	0	0	0	0x0x0
LOC554206	0	0	0	0x0x0
LOC554207	0	0	0	0x0x0
LOC554208	0	0	0	0x0x0
LOC554223	0	0	0	0x0x0
LOC554226	0	0	0	0x0x0
LOC554235	0	0	0	0x0x0
LOC55908	0	0	0	0x0x0
LOC572558	0	0	0	0x0x0
LOC57399	0	0	0	0x0x0
LOC595101	0	0	0	0x0x0
LOC606724	0	0	0	0x0x0
LOC613037	0	0	0	0x0x0
LOC613038	0	0	0	0x0x0
LOC613206	0	0	0	0x0x0
LOC613266	0	0	0	0x0x0
LOC619207	0	0	0	0x0x0
LOC641298	0	0	0	0x0x0
LOC641365	0	0	0	0x0x0
LOC641367	0	0	0	0x0x0
LOC641515	0	0	0	0x0x0
LOC641518	0	0	0	0x0x0
LOC641522	0	0	0	0x0x0
LOC641693	0	0	0	0x0x0
LOC641694	0	0	0	0x0x0
LOC641697	0	0	0	0x0x0
LOC641699	0	0	0	0x0x0
LOC641700	0	0	0	0x0x0
LOC641704	0	0	0	0x0x0
LOC641705	0	0	0	0x0x0
LOC641710	0	0	0	0x0x0
LOC641714	0	0	0	0x0x0
LOC641716	0	0	0	0x0x0
LOC641719	0	0	0	0x0x0
LOC641721	0	0	0	0x0x0
LOC641724	0	0	0	0x0x0
LOC641726	0	0	0	0x0x0
LOC641727	0	0	0	0x0x0
LOC641733	0	0	0	0x0x0
LOC641738	0	0	0	0x0x0
LOC641741	0	0	0	0x0x0
LOC641742	0	0	0	0x0x0
LOC641743	0	0	0	0x0x0
LOC641744	0	0	0	0x0x0
LOC641746	0	0	0	0x0x0
LOC641750	0	0	0	0x0x0
LOC641751	0	0	0	0x0x0
LOC641753	0	0	0	0x0x0
LOC641761	0	0	0	0x0x0
LOC641765	0	0	0	0x0x0
LOC641767	0	1	0	0x1x0
LOC641768	0	0	0	0x0x0
LOC641772	0	0	0	0x0x0
LOC641784	0	0	0	0x0x0
LOC641785	0	0	0	0x0x0
LOC641787	0	0	0	0x0x0
LOC641788	0	0	0	0x0x0
LOC641798	0	0	0	0x0x0
LOC641801	0	0	0	0x0x0
LOC641802	0	0	0	0x0x0
LOC641804	0	0	0	0x0x0
LOC641805	0	0	0	0x0x0
LOC641806	0	0	0	0x0x0
LOC641808	0	0	0	0x0x0
LOC641810	0	0	0	0x0x0
LOC641814	0	0	0	0x0x0
LOC641815	0	0	0	0x0x0
LOC641819	0	0	0	0x0x0
LOC641820	0	0	0	0x0x0
LOC641823	0	0	0	0x0x0
LOC641825	0	0	0	0x0x0
LOC641834	0	0	0	0x0x0
LOC641835	0	0	0	0x0x0
LOC641841	0	0	0	0x0x0
LOC641844	0	0	0	0x0x0
LOC641846	0	0	0	0x0x0
LOC641848	0	0	0	0x0x0
LOC641849	0	0	0	0x0x0
LOC641851	0	0	0	0x0x0
LOC641852	0	0	0	0x0x0
LOC641858	0	0	0	0x0x0
LOC641860	0	0	0	0x0x0
LOC641875	0	0	0	0x0x0
LOC641896	0	0	0	0x0x0
LOC641901	0	0	0	0x0x0
LOC641905	0	0	0	0x0x0
LOC641908	0	0	0	0x0x0
LOC641912	0	0	0	0x0x0
LOC641914	0	0	0	0x0x0
LOC641922	0	0	0	0x0x0
LOC641926	0	0	0	0x0x0
LOC641929	0	0	0	0x0x0
LOC641931	0	0	0	0x0x0
LOC641938	0	0	0	0x0x0
LOC641939	0	0	0	0x0x0
LOC641941	0	0	0	0x0x0
LOC641942	0	0	0	0x0x0
LOC641943	0	0	0	0x0x0
LOC641944	0	0	0	0x0x0
LOC641945	0	0	0	0x0x0
LOC641947	0	0	0	0x0x0
LOC641948	0	0	0	0x0x0
LOC641950	0	0	0	0x0x0
LOC641953	0	0	0	0x0x0
LOC641955	0	0	0	0x0x0
LOC641957	0	0	0	0x0x0
LOC641958	0	0	0	0x0x0
LOC641959	0	0	0	0x0x0
LOC641964	0	0	0	0x0x0
LOC641972	0	0	0	0x0x0
LOC641975	0	0	0	0x0x0
LOC641977	0	0	0	0x0x0
LOC641978	0	0	0	0x0x0
LOC641982	0	0	0	0x0x0
LOC641983	0	0	0	0x0x0
LOC641987	0	0	0	0x0x0
LOC641989	0	0	0	0x0x0
LOC641990	0	0	0	0x0x0
LOC641992	0	0	0	0x0x0
LOC641994	0	0	0	0x0x0
LOC641995	0	0	0	0x0x0
LOC641996	0	0	0	0x0x0
LOC641999	0	0	0	0x0x0
LOC642000	0	0	0	0x0x0
LOC642003	0	0	0	0x0x0
LOC642005	0	0	0	0x0x0
LOC642006	0	0	0	0x0x0
LOC642008	0	0	0	0x0x0
LOC642009	0	0	0	0x0x0
LOC642011	0	0	0	0x0x0
LOC642014	0	0	0	0x0x0
LOC642017	0	0	0	0x0x0
LOC642018	0	0	0	0x0x0
LOC642031	0	0	0	0x0x0
LOC642032	0	0	0	0x0x0
LOC642033	0	-1	0	0x1x0
LOC642035	0	0	0	0x0x0
LOC642037	0	0	0	0x0x0
LOC642044	0	0	0	0x0x0
LOC642047	0	0	0	0x0x0
LOC642049	0	0	0	0x0x0
LOC642062	0	0	0	0x0x0
LOC642072	0	0	0	0x0x0
LOC642073	0	0	0	0x0x0
LOC642076	0	0	0	0x0x0
LOC642077	0	0	0	0x0x0
LOC642082	0	0	0	0x0x0
LOC642083	0	0	0	0x0x0
LOC642093	0	0	0	0x0x0
LOC642097	0	0	0	0x0x0
LOC642101	0	0	0	0x0x0
LOC642103	0	0	0	0x0x0
LOC642104	0	0	0	0x0x0
LOC642105	0	0	0	0x0x0
LOC642106	0	0	0	0x0x0
LOC642109	0	0	0	0x0x0
LOC642110	0	0	0	0x0x0
LOC642111	0	0	0	0x0x0
LOC642112	0	0	0	0x0x0
LOC642113	0	0	0	0x0x0
LOC642118	0	0	0	0x0x0
LOC642119	0	0	0	0x0x0
